"Geschäft";"Geschäfts ID";"Datum";"Währung";"Zahlungsart";"Betrag";"Rückerstatteter Betrag";"Nettosumme"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-23";"EUR";"CASH";"260,53";"-7,30";"253,23"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-23";"EUR";"SUMUP";"747,88";"0,00";"747,88"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-24";"EUR";"CASH";"61,10";"0,00";"61,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-24";"EUR";"SUMUP";"458,75";"0,00";"458,75"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-25";"EUR";"CASH";"205,28";"0,00";"205,28"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-25";"EUR";"SUMUP";"408,38";"0,00";"408,38"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-26";"EUR";"CASH";"126,00";"0,00";"126,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-26";"EUR";"SUMUP";"252,08";"0,00";"252,08"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-27";"EUR";"CASH";"155,34";"-4,60";"150,74"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-27";"EUR";"SUMUP";"357,00";"0,00";"357,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-28";"EUR";"CASH";"283,44";"-6,00";"277,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-28";"EUR";"SUMUP";"681,36";"0,00";"681,36"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-29";"EUR";"CASH";"265,49";"0,00";"265,49"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-29";"EUR";"SUMUP";"1030,42";"0,00";"1030,42"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-30";"EUR";"CASH";"160,30";"0,00";"160,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-30";"EUR";"SUMUP";"657,23";"-7,80";"649,43"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-31";"EUR";"CASH";"222,50";"0,00";"222,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-03-31";"EUR";"SUMUP";"465,19";"0,00";"465,19"
