"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-06-14";"EUR";"0,07";"590,28";"631,88";"0,00";"0,00";"41,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-14";"EUR";"0,19";"255,38";"303,92";"0,00";"0,00";"48,54"
"Suedseite - Bakery and Roastery";"55978";"2025-06-15";"EUR";"0,07";"769,15";"823,27";"0,00";"0,00";"54,12"
"Suedseite - Bakery and Roastery";"55978";"2025-06-15";"EUR";"0,19";"418,84";"498,40";"0,00";"0,00";"79,56"
"Suedseite - Bakery and Roastery";"55978";"2025-06-17";"EUR";"0,07";"542,78";"580,90";"0,00";"0,00";"38,12"
"Suedseite - Bakery and Roastery";"55978";"2025-06-17";"EUR";"0,19";"189,38";"225,30";"0,00";"0,00";"35,92"
"Suedseite - Bakery and Roastery";"55978";"2025-06-18";"EUR";"0,07";"400,03";"428,23";"0,00";"0,00";"28,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-18";"EUR";"0,19";"224,26";"266,90";"0,00";"0,00";"42,64"
"Suedseite - Bakery and Roastery";"55978";"2025-06-19";"EUR";"0,07";"641,96";"687,10";"0,00";"0,00";"45,14"
"Suedseite - Bakery and Roastery";"55978";"2025-06-19";"EUR";"0,19";"372,39";"443,10";"0,00";"0,00";"70,71"
"Suedseite - Bakery and Roastery";"55978";"2025-06-20";"EUR";"0,00";"43,00";"43,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-20";"EUR";"0,07";"685,82";"733,91";"0,00";"0,00";"48,09"
"Suedseite - Bakery and Roastery";"55978";"2025-06-20";"EUR";"0,19";"246,78";"293,66";"0,00";"0,00";"46,88"
"Suedseite - Bakery and Roastery";"55978";"2025-06-21";"EUR";"0,00";"11,50";"11,50";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-21";"EUR";"0,07";"847,21";"906,80";"0,00";"0,00";"59,59"
"Suedseite - Bakery and Roastery";"55978";"2025-06-21";"EUR";"0,19";"380,78";"453,10";"0,00";"0,00";"72,32"
"Suedseite - Bakery and Roastery";"55978";"2025-06-22";"EUR";"0,00";"10,00";"10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-22";"EUR";"0,07";"784,79";"840,06";"0,00";"0,00";"55,27"
"Suedseite - Bakery and Roastery";"55978";"2025-06-22";"EUR";"0,19";"395,39";"470,45";"0,00";"0,00";"75,06"
"Suedseite - Bakery and Roastery";"55978";"2025-06-23";"EUR";"0,07";"23,36";"25,00";"0,00";"0,00";"1,64"
"Suedseite - Bakery and Roastery";"55978";"2025-06-24";"EUR";"0,07";"579,96";"620,74";"0,00";"0,00";"40,78"
"Suedseite - Bakery and Roastery";"55978";"2025-06-24";"EUR";"0,19";"201,46";"239,70";"3,36";"4,00";"37,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-25";"EUR";"0,00";"-10,30";"-10,30";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-25";"EUR";"0,07";"627,68";"671,80";"0,00";"0,00";"44,12"
"Suedseite - Bakery and Roastery";"55978";"2025-06-25";"EUR";"0,19";"188,01";"223,70";"0,00";"0,00";"35,69"
"Suedseite - Bakery and Roastery";"55978";"2025-06-26";"EUR";"0,00";"-15,00";"-15,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-26";"EUR";"0,07";"541,57";"579,70";"0,00";"0,00";"38,13"
"Suedseite - Bakery and Roastery";"55978";"2025-06-26";"EUR";"0,19";"170,43";"202,80";"0,00";"0,00";"32,37"
"Suedseite - Bakery and Roastery";"55978";"2025-06-27";"EUR";"0,00";"15,00";"15,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-27";"EUR";"0,07";"678,63";"726,28";"0,00";"0,00";"47,65"
"Suedseite - Bakery and Roastery";"55978";"2025-06-27";"EUR";"0,19";"280,73";"334,10";"0,00";"0,00";"53,37"
"Suedseite - Bakery and Roastery";"55978";"2025-06-28";"EUR";"0,07";"588,97";"630,40";"0,00";"0,00";"41,43"
"Suedseite - Bakery and Roastery";"55978";"2025-06-28";"EUR";"0,19";"301,93";"359,30";"0,00";"0,00";"57,37"
"Suedseite - Bakery and Roastery";"55978";"2025-06-29";"EUR";"0,00";"20,00";"20,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-29";"EUR";"0,07";"674,08";"721,55";"0,00";"0,00";"47,47"
"Suedseite - Bakery and Roastery";"55978";"2025-06-29";"EUR";"0,19";"463,39";"551,40";"0,00";"0,00";"88,01"
