"Geschäft";"Geschäfts ID";"Datum und Uhrzeit";"Belegnummer";"Grund";"Buchungstext";"Währung";"Einnahmen";"Ausgaben";"Mehrwertsteuersatz";"Betrag MwSt";"Kassenbestand"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:07:04";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11535";"Sonstige Einnahme";"";"EUR";"12,80";"";"0,00";"0,00";"317,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:12:54";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11536";"Sonstige Einnahme";"";"EUR";"21,40";"";"0,00";"0,00";"339,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:15:00";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11537";"Sonstige Einnahme";"";"EUR";"7,70";"";"0,00";"0,00";"346,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:16:51";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11538";"Sonstige Einnahme";"";"EUR";"8,10";"";"0,00";"0,00";"354,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:18:33";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11539";"Sonstige Einnahme";"";"EUR";"10,80";"";"0,00";"0,00";"365,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:22:43";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11540";"Sonstige Einnahme";"";"EUR";"14,30";"";"0,00";"0,00";"380,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:38:21";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11541";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"384,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:47:56";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11542";"Sonstige Einnahme";"";"EUR";"7,00";"";"0,00";"0,00";"391,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 13:55:20";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11543";"Sonstige Einnahme";"";"EUR";"8,00";"";"0,00";"0,00";"399,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 14:02:40";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11544";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"405,40"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 14:04:39";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11545";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"411,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 14:11:11";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11546";"Sonstige Einnahme";"";"EUR";"23,60";"";"0,00";"0,00";"435,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 14:19:19";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11547";"Sonstige Einnahme";"";"EUR";"10,70";"";"0,00";"0,00";"445,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 14:48:35";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11548";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"449,40"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 14:59:00";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11549";"Sonstige Einnahme";"";"EUR";"10,50";"";"0,00";"0,00";"459,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 15:07:21";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11550";"Sonstige Einnahme";"";"EUR";"10,20";"";"0,00";"0,00";"470,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 15:28:05";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11551";"Sonstige Einnahme";"";"EUR";"3,70";"";"0,00";"0,00";"473,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 15:28:41";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11552";"Sonstige Einnahme";"";"EUR";"15,30";"";"0,00";"0,00";"489,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:08:46";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11553";"Sonstige Einnahme";"";"EUR";"9,00";"";"0,00";"0,00";"498,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:20:57";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11554";"Sonstige Einnahme";"";"EUR";"9,90";"";"0,00";"0,00";"508,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:22:25";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11555";"Sonstige Einnahme";"";"EUR";"6,00";"";"0,00";"0,00";"514,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:24:05";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11556";"Sonstige Einnahme";"";"EUR";"9,20";"";"0,00";"0,00";"523,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:25:40";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11557";"Sonstige Einnahme";"";"EUR";"8,80";"";"0,00";"0,00";"532,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:30:52";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11558";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"536,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:34:16";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11559";"Sonstige Einnahme";"";"EUR";"8,10";"";"0,00";"0,00";"544,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:40:36";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11560";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"554,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 16:57:05";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11561";"Sonstige Einnahme";"";"EUR";"10,60";"";"0,00";"0,00";"564,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:03:23";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11562";"Sonstige Einnahme";"";"EUR";"4,50";"";"0,00";"0,00";"569,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:11:12";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11563";"Sonstige Einnahme";"";"EUR";"9,10";"";"0,00";"0,00";"578,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:12:10";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11564";"Sonstige Einnahme";"";"EUR";"3,00";"";"0,00";"0,00";"581,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:18:45";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11565";"Sonstige Einnahme";"";"EUR";"6,50";"";"0,00";"0,00";"587,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:32:22";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11566";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"594,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:41:55";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11567";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"598,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:42:36";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11568";"Sonstige Einnahme";"";"EUR";"4,20";"";"0,00";"0,00";"602,40"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:43:41";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11569";"Sonstige Einnahme";"";"EUR";"3,90";"";"0,00";"0,00";"606,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-01 17:51:11";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11570";"Sonstige Einnahme";"";"EUR";"9,50";"";"0,00";"0,00";"615,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-02 13:12:36";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11571";"Transfer von Kasse zur Bank";"";"EUR";"";"-465,80";"0,00";"0,00";"150,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 09:52:26";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11572";"Sonstige Einnahme";"";"EUR";"4,00";"";"0,00";"0,00";"154,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:09:09";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11573";"Sonstige Einnahme";"";"EUR";"22,70";"";"0,00";"0,00";"176,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:09:09";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11574";"Wechselgeld";"";"EUR";"";"-10,00";"0,00";"0,00";"166,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:09:49";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11575";"Sonstige Einnahme";"";"EUR";"3,80";"";"0,00";"0,00";"170,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:12:25";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11576";"Sonstige Einnahme";"";"EUR";"11,00";"";"0,00";"0,00";"181,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:14:37";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11577";"Sonstige Einnahme";"";"EUR";"8,30";"";"0,00";"0,00";"189,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:28:29";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11578";"Sonstige Einnahme";"";"EUR";"6,80";"";"0,00";"0,00";"196,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:28:35";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11579";"Sonstige Einnahme";"";"EUR";"5,00";"";"0,00";"0,00";"201,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 10:40:13";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11580";"Sonstige Einnahme";"";"EUR";"7,50";"";"0,00";"0,00";"209,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:05:35";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11581";"Sonstige Einnahme";"";"EUR";"50,00";"";"0,00";"0,00";"259,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:05:35";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11582";"Wechselgeld";"";"EUR";"";"-35,60";"0,00";"0,00";"223,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:10:32";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11583";"Sonstige Einnahme";"";"EUR";"14,00";"";"0,00";"0,00";"237,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:19:09";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11584";"Sonstige Einnahme";"";"EUR";"21,20";"";"0,00";"0,00";"258,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:19:09";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11585";"Wechselgeld";"";"EUR";"";"-15,00";"0,00";"0,00";"243,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:24:26";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11586";"Sonstige Einnahme";"";"EUR";"6,80";"";"0,00";"0,00";"250,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:36:37";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11587";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"270,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:36:37";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11588";"Wechselgeld";"";"EUR";"";"-1,40";"0,00";"0,00";"269,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 11:43:26";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11589";"Sonstige Einnahme";"";"EUR";"20,80";"";"0,00";"0,00";"289,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:05:04";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11590";"Sonstige Einnahme";"";"EUR";"16,00";"";"0,00";"0,00";"305,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:11:53";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11591";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"315,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:18:02";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11592";"Sonstige Einnahme";"";"EUR";"3,80";"";"0,00";"0,00";"319,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:24:00";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11593";"Sonstige Einnahme";"";"EUR";"3,00";"";"0,00";"0,00";"322,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:30:31";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11594";"Sonstige Einnahme";"";"EUR";"7,60";"";"0,00";"0,00";"330,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:44:50";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11595";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"340,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:44:50";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11596";"Wechselgeld";"";"EUR";"";"-6,50";"0,00";"0,00";"333,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:59:50";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11597";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"343,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 12:59:50";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11598";"Wechselgeld";"";"EUR";"";"-2,60";"0,00";"0,00";"341,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 13:10:18";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11599";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"361,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 13:10:18";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11600";"Wechselgeld";"";"EUR";"";"-11,20";"0,00";"0,00";"350,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 13:47:43";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11601";"Sonstige Einnahme";"";"EUR";"15,00";"";"0,00";"0,00";"365,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 13:54:13";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11602";"Sonstige Einnahme";"";"EUR";"3,30";"";"0,00";"0,00";"368,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 13:54:48";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11603";"Sonstige Einnahme";"";"EUR";"3,30";"";"0,00";"0,00";"371,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 13:58:06";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11604";"Sonstige Einnahme";"";"EUR";"52,00";"";"0,00";"0,00";"423,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 13:58:06";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11605";"Wechselgeld";"";"EUR";"";"-41,30";"0,00";"0,00";"382,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 14:09:05";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11606";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"392,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 14:09:05";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11607";"Wechselgeld";"";"EUR";"";"-3,20";"0,00";"0,00";"389,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 14:54:21";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11608";"Sonstige Einnahme";"";"EUR";"7,60";"";"0,00";"0,00";"396,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 15:10:19";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11609";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"402,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 15:15:11";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11610";"Sonstige Einnahme";"";"EUR";"8,20";"";"0,00";"0,00";"411,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 15:29:08";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11611";"Sonstige Einnahme";"";"EUR";"9,70";"";"0,00";"0,00";"420,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 15:30:10";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11612";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"424,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 15:31:40";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11613";"Sonstige Einnahme";"";"EUR";"11,00";"";"0,00";"0,00";"435,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 15:32:48";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11614";"Sonstige Einnahme";"";"EUR";"10,20";"";"0,00";"0,00";"445,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 15:32:48";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11615";"Wechselgeld";"";"EUR";"";"-3,00";"0,00";"0,00";"442,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:01:40";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11616";"Sonstige Einnahme";"";"EUR";"14,40";"";"0,00";"0,00";"456,90"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:07:06";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11617";"Sonstige Einnahme";"";"EUR";"10,20";"";"0,00";"0,00";"467,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:12:08";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11618";"Sonstige Einnahme";"";"EUR";"10,10";"";"0,00";"0,00";"477,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:12:08";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11619";"Wechselgeld";"";"EUR";"";"-5,20";"0,00";"0,00";"472,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:12:24";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11620";"Sonstige Einnahme";"";"EUR";"3,50";"";"0,00";"0,00";"475,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:16:30";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11621";"Sonstige Einnahme";"";"EUR";"3,00";"";"0,00";"0,00";"478,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:32:53";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11622";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"498,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:32:53";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11623";"Wechselgeld";"";"EUR";"";"-13,80";"0,00";"0,00";"484,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:40:24";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11624";"Sonstige Einnahme";"";"EUR";"24,00";"";"0,00";"0,00";"508,70"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:40:24";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11625";"Wechselgeld";"";"EUR";"";"-10,50";"0,00";"0,00";"498,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:44:24";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11626";"Sonstige Einnahme";"";"EUR";"10,00";"";"0,00";"0,00";"508,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:44:24";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11627";"Wechselgeld";"";"EUR";"";"-2,40";"0,00";"0,00";"505,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 16:52:49";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11628";"Sonstige Einnahme";"";"EUR";"3,00";"";"0,00";"0,00";"508,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:07:37";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11629";"Sonstige Einnahme";"";"EUR";"3,00";"";"0,00";"0,00";"511,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:25:42";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11630";"Sonstige Einnahme";"";"EUR";"24,00";"";"0,00";"0,00";"535,80"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:25:42";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11631";"Wechselgeld";"";"EUR";"";"-10,50";"0,00";"0,00";"525,30"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:27:12";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11632";"Sonstige Einnahme";"";"EUR";"9,20";"";"0,00";"0,00";"534,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:49:09";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11633";"Sonstige Einnahme";"";"EUR";"20,00";"";"0,00";"0,00";"554,50"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:49:09";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11634";"Wechselgeld";"";"EUR";"";"-12,40";"0,00";"0,00";"542,10"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:53:12";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11635";"Sonstige Einnahme";"";"EUR";"10,50";"";"0,00";"0,00";"552,60"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:53:12";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11636";"Wechselgeld";"";"EUR";"";"-0,60";"0,00";"0,00";"552,00"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 17:55:38";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11637";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"558,20"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 18:12:45";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11638";"Sonstige Einnahme";"";"EUR";"6,20";"";"0,00";"0,00";"564,40"
"Suedseite - Bakery and Roastery";"55978";"2025-06-03 18:26:39";"55978-6DE2B571-031A-4EF9-A699-E86201AAA488-11639";"Sonstige Einnahme";"";"EUR";"6,50";"";"0,00";"0,00";"570,90"
