"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Bakery and Roastery";"55978";"2025-03-15";"EUR";"0,19";"428,25";"509,60";"0,00";"0,00";"81,35"
"Suedseite - Bakery and Roastery";"55978";"2025-03-16";"EUR";"0,00";"-16,00";"-16,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-16";"EUR";"0,07";"793,95";"849,60";"0,00";"0,00";"55,65"
"Suedseite - Bakery and Roastery";"55978";"2025-03-16";"EUR";"0,19";"410,64";"488,70";"0,00";"0,00";"78,06"
"Suedseite - Bakery and Roastery";"55978";"2025-03-18";"EUR";"0,07";"646,91";"692,40";"0,00";"0,00";"45,49"
"Suedseite - Bakery and Roastery";"55978";"2025-03-18";"EUR";"0,19";"154,13";"183,40";"0,00";"0,00";"29,27"
"Suedseite - Bakery and Roastery";"55978";"2025-03-19";"EUR";"0,07";"558,04";"597,30";"0,00";"0,00";"39,26"
"Suedseite - Bakery and Roastery";"55978";"2025-03-19";"EUR";"0,19";"235,31";"280,00";"0,00";"0,00";"44,69"
"Suedseite - Bakery and Roastery";"55978";"2025-03-20";"EUR";"0,07";"449,95";"481,60";"0,00";"0,00";"31,65"
"Suedseite - Bakery and Roastery";"55978";"2025-03-20";"EUR";"0,19";"163,08";"194,10";"0,00";"0,00";"31,02"
"Suedseite - Bakery and Roastery";"55978";"2025-03-21";"EUR";"0,00";"-10,00";"-10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-21";"EUR";"0,07";"773,98";"828,40";"21,58";"23,10";"52,90"
"Suedseite - Bakery and Roastery";"55978";"2025-03-21";"EUR";"0,19";"318,41";"378,90";"4,29";"5,10";"59,68"
"Suedseite - Bakery and Roastery";"55978";"2025-03-22";"EUR";"0,00";"-10,00";"-10,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-22";"EUR";"0,07";"833,00";"891,55";"0,00";"0,00";"58,55"
"Suedseite - Bakery and Roastery";"55978";"2025-03-22";"EUR";"0,19";"271,07";"322,60";"0,00";"0,00";"51,53"
"Suedseite - Bakery and Roastery";"55978";"2025-03-23";"EUR";"0,00";"-11,30";"-11,30";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-23";"EUR";"0,07";"1058,14";"1132,59";"20,94";"22,40";"72,99"
"Suedseite - Bakery and Roastery";"55978";"2025-03-23";"EUR";"0,19";"462,70";"550,64";"0,00";"0,00";"87,94"
"Suedseite - Bakery and Roastery";"55978";"2025-03-25";"EUR";"0,07";"527,78";"564,92";"0,00";"0,00";"37,14"
"Suedseite - Bakery and Roastery";"55978";"2025-03-25";"EUR";"0,19";"160,83";"191,40";"0,00";"0,00";"30,57"
"Suedseite - Bakery and Roastery";"55978";"2025-03-26";"EUR";"0,07";"622,32";"666,07";"5,79";"6,20";"43,34"
"Suedseite - Bakery and Roastery";"55978";"2025-03-26";"EUR";"0,19";"187,84";"223,50";"0,00";"0,00";"35,66"
"Suedseite - Bakery and Roastery";"55978";"2025-03-27";"EUR";"0,00";"10,20";"10,20";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-27";"EUR";"0,07";"575,30";"615,78";"0,00";"0,00";"40,48"
"Suedseite - Bakery and Roastery";"55978";"2025-03-27";"EUR";"0,19";"162,29";"193,10";"0,00";"0,00";"30,81"
"Suedseite - Bakery and Roastery";"55978";"2025-03-28";"EUR";"0,00";"15,00";"15,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-28";"EUR";"0,07";"829,35";"887,60";"11,58";"12,40";"57,43"
"Suedseite - Bakery and Roastery";"55978";"2025-03-28";"EUR";"0,19";"231,44";"275,40";"0,00";"0,00";"43,96"
"Suedseite - Bakery and Roastery";"55978";"2025-03-29";"EUR";"0,07";"810,55";"867,61";"0,00";"0,00";"57,06"
"Suedseite - Bakery and Roastery";"55978";"2025-03-29";"EUR";"0,19";"273,07";"324,90";"0,00";"0,00";"51,83"
"Suedseite - Bakery and Roastery";"55978";"2025-03-30";"EUR";"0,00";"11,00";"11,00";"0,00";"0,00";"0,00"
"Suedseite - Bakery and Roastery";"55978";"2025-03-30";"EUR";"0,07";"742,88";"794,99";"0,00";"0,00";"52,11"
"Suedseite - Bakery and Roastery";"55978";"2025-03-30";"EUR";"0,19";"365,72";"435,18";"0,00";"0,00";"69,46"
